dialogue_id,utt_id,speaker,utterance,%mor,%gra,%adu,%cof
Thomas-2-11-05-annotated.txt,0,CHI,it's Monday . 1163694_1164786,pro|it~aux|be&3S n:prop|Monday .,1|3|SUBJ 2|3|AUX 3|0|ROOT 4|3|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,oh you thinking it's Monday because of the rubbish ? 1167282_1169650,co|oh pro|you part|think-PRESP pro|it~aux|be&3S n:prop|Monday conj|because prep|of det|the n|rubbish ?,1|3|COM 2|3|SUBJ 3|6|SUBJ 4|3|OBJ 5|6|AUX 6|0|ROOT 7|6|OBJ 8|7|NJCT 9|10|DET 10|8|POBJ 11|6|PUNCT,$EXA:it~be-monday $ADD:oh-you-thinking $ADD:because-of-the-rubbish $EXPAN $MEXA:~&3s $DIST = 3 $REP = 0.22,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,Purdie turn back <look at> [?] Felix . 1221234_1223788,n:prop|Purdie n|turn adv|back v|look prep|at n:prop|Felix .,1|2|MOD 2|4|SUBJ 3|4|JCT 4|0|ROOT 5|4|JCT 6|5|POBJ 7|4|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,are you telling Purdie to turn back ? 1223962_1225576,cop|be&PRES pro|you part|tell-PRESP n:prop|Purdie inf|to v|turn adv|back ?,1|0|ROOT 2|1|OBJ 3|2|XMOD 4|3|OBJ 5|6|INF 6|4|XCOMP 7|6|JCT 8|1|PUNCT,$EXA:purdie $EXA:turn-back $ADD:are-you-telling $ADD:to $DEL:look-at-felix $DIST = 1 $REP = 0.43,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,Purdie turn back <look at> [?] Felix . 1221234_1223788,n:prop|Purdie n|turn adv|back v|look prep|at n:prop|Felix .,1|2|MOD 2|4|SUBJ 3|4|JCT 4|0|ROOT 5|4|JCT 6|5|POBJ 7|4|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,well Purdie has gone in the window in the lounge „ hasn't she ? 1226977_1229508,co|well n:prop|Purdie aux|have&3S part|go&PASTP prep|in det|the n|window prep|in det|the n|lounge end|end aux|have&3S~neg|not pro:sub|she ?,1|4|COM 2|4|SUBJ 3|4|AUX 4|0|ROOT 5|4|JCT 6|7|DET 7|5|POBJ 8|4|JCT 9|10|DET 10|8|POBJ 11|14|SUBJ 12|14|AUX 13|12|NEG 14|4|XJCT 15|4|PUNCT,$EXA:purdie $ADD:well $ADD:has-gone-in-the-window-in-the-lounge-„-hasn't-she $DEL:turn-back-look-at-felix $DIST = 3 $REP = 0.08,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,Purdie turn back <look at> [?] Felix . 1221234_1223788,n:prop|Purdie n|turn adv|back v|look prep|at n:prop|Felix .,1|2|MOD 2|4|SUBJ 3|4|JCT 4|0|ROOT 5|4|JCT 6|5|POBJ 7|4|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,she's looking through the window at the front . 1229717_1231644,pro:sub|she~aux|be&3S part|look-PRESP prep|through det|the n|window prep|at det|the n|front .,1|3|SUBJ 2|3|AUX 3|0|ROOT 4|3|JCT 5|6|DET 6|4|POBJ 7|6|NJCT 8|9|DET 9|7|POBJ 10|3|PUNCT,$EXA:look $EXA:at $ADD:she's $ADD:through-the-window $ADD:the-front $DEL:purdie-turn-back $DEL:felix $MADD:-presp $DIST = 4 $REP = 0.25,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,Purdie turn back <look at> [?] Felix . 1221234_1223788,n:prop|Purdie n|turn adv|back v|look prep|at n:prop|Felix .,1|2|MOD 2|4|SUBJ 3|4|JCT 4|0|ROOT 5|4|JCT 6|5|POBJ 7|4|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,she doesn't realise something's going on at the back . 1231911_1234396,pro:sub|she mod|do&3S~neg|not v|realise pro:indef|something~aux|be&3S part|go-PRESP adv|on prep|at det|the n|back .,1|4|SUBJ 2|4|AUX 3|2|NEG 4|7|SUBJ 5|4|OBJ 6|7|AUX 7|0|ROOT 8|7|JCT 9|7|JCT 10|11|DET 11|9|POBJ 12|7|PUNCT,$EXA:at $EXA:back $ADD:she-doesn't-realise-something's-going-on $ADD:the $DEL:purdie-turn $DEL:look $DEL:felix $DIST = 5 $REP = 0.22,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,a child on board . 1238463_1239996,det|a n|child prep|on n|board .,1|2|DET 2|0|INCROOT 3|2|NJCT 4|3|POBJ 5|2|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,what's on board ? 1240518_1241459,pro:wh|what~cop|be&3S prep|on n|board ?,1|2|LINK 2|0|ROOT 3|2|JCT 4|3|POBJ 5|2|PUNCT,$EXA:on-board $ADD:what's $DEL:a-child $DIST = 1 $REP = 0.67,$CLQ  $COF $ERR = synt:verb;$TYP=omission
Thomas-2-11-05-annotated.txt,0,CHI,child on board . [+ SR] 1241459_1242341,n|child prep|on n|board .,1|0|INCROOT 2|1|NJCT 3|2|POBJ 4|1|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,what do you mean child on board ? 1243177_1245395,pro:wh|what mod|do pro|you v|mean n|child prep|on n|board ?,1|4|LINK 2|4|AUX 3|4|SUBJ 4|0|ROOT 5|4|OBJ 6|4|JCT 7|6|POBJ 8|4|PUNCT,$EXA:child-on-board $ADD:what-do-you-mean $EXPAN $DIST = 2 $REP = 0.43,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,where you been ? 1252505_1253864,adv:wh|where pro|you cop|be&PASTP ?,1|3|LINK 2|3|SUBJ 3|0|ROOT 4|3|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,his white bits are beautiful and white „ aren't they ? 1262630_1265428,pro:poss:det|his n|white n|bit-PL cop|be&PRES adj|beautiful coord|and adj|white end|end aux|be&PRES~neg|not pro:sub|they ?,1|2|MOD 2|4|SUBJ 3|4|SUBJ 4|0|ROOT 5|4|PRED 6|4|CONJ 7|11|JCT 8|11|SUBJ 9|11|AUX 10|9|NEG 11|6|COORD 12|4|PUNCT,$EXA:be $ADD:his-white-bits $ADD:beautiful-and-white-„-aren't-they $DEL:where-you $MSUB:&pres $DIST = 2 $REP = 0.10,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,where you been ? 1252505_1253864,adv:wh|where pro|you cop|be&PASTP ?,1|3|LINK 2|3|SUBJ 3|0|ROOT 4|3|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,I wonder how old he is . 1265416_1266554,pro:sub|I v|wonder adv:wh|how adj|old pro:sub|he cop|be&3S .,1|2|SUBJ 2|0|ROOT 3|6|LINK 4|6|JCT 5|6|SUBJ 6|2|COMP 7|2|PUNCT,$EXA:be $ADD:i-wonder-how-old-he $DEL:where-you $MSUB:&3s $DIST = 3 $REP = 0.17,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,little toy ones in the@p biscuits . 1282492_1285916,adj|little n|toy pro:indef|one-PL prep|in phon|the n|biscuit-PL .,1|2|MOD 2|3|SUBJ 3|0|ROOT 4|3|JCT 5|6|MOD 6|4|POBJ 7|3|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,oh I haven't got any biscuits . 1285925_1287319,co|oh pro:sub|I aux|have~neg|not part|get&PASTP qn|any n|biscuit-PL .,1|5|COM 2|5|SUBJ 3|5|AUX 4|3|NEG 5|0|ROOT 6|7|QUANT 7|5|OBJ 8|5|PUNCT,$EXA:biscuit $ADD:oh-i-haven't-got-any $DEL:little-toy-ones-in-the@p $MEXA:-pl $DIST = 1 $REP = 0.17,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,little toy ones in the@p biscuits . 1282492_1285916,adj|little n|toy pro:indef|one-PL prep|in phon|the n|biscuit-PL .,1|2|MOD 2|3|SUBJ 3|0|ROOT 4|3|JCT 5|6|MOD 6|4|POBJ 7|3|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,would you like another one of these ? 1289861_1291312,mod|will&COND pro|you v|like qn|another pro:indef|one prep|of pro:dem|these ?,1|3|AUX 2|3|SUBJ 3|0|ROOT 4|5|QUANT 5|3|OBJ 6|5|NJCT 7|6|POBJ 8|3|PUNCT,$EXA:one $ADD:would-you-like-another $ADD:of-these $DEL:little-toy $DEL:in-the@p-biscuits $MDEL:-pl $DIST = 4 $REP = 0.14,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,a@p Purdie eat . 1324613_1326726,phon|a n:prop|Purdie v|eat .,1|3|LINK 2|3|SUBJ 3|0|ROOT 4|3|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,"Thomas , don't make a mess . 1349322_1352549",n:prop|Thomas cm|cm mod|do~neg|not v|make det|a n|mess .,1|5|SUBJ 2|1|LP 3|5|AUX 4|3|NEG 5|0|ROOT 6|7|DET 7|5|OBJ 8|5|PUNCT,"$EXA:a $ADD:thomas-,-don't-make $ADD:mess $DEL:purdie-eat $DIST = 2 $REP = 0.17",$NOT
Thomas-2-11-05-annotated.txt,0,CHI,I think a@p pussy cats wants some food . 1361357_1365734,pro:sub|I v|think phon|a adj|puss&dn-Y n|cat-PL v|want-3S qn|some n|food .,1|2|SUBJ 2|0|ROOT 3|2|OBJ 4|5|MOD 5|6|SUBJ 6|3|COMP 7|8|QUANT 8|6|OBJ 9|2|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,the pussy cats want some food ? 1365850_1367719,det|the n|pussy n|cat-PL v|want qn|some n|food ?,1|3|DET 2|3|MOD 3|4|SUBJ 4|0|ROOT 5|6|QUANT 6|4|OBJ 7|4|PUNCT,$EXA:cat-want-some-food $ADD:the-pussy $DEL:i-think-a@p-pussy $MEXA:-pl $MDEL:-3s $DIST = 1 $REP = 0.67,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,the@p little ones . 1368079_1369693,phon|the adj|little pro:indef|one-PL .,1|3|MOD 2|3|MOD 3|0|ROOT 4|3|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,the toy pussy cats ? 1369948_1371272,det|the n|toy adj|puss&dn-Y n|cat-PL ?,1|2|DET 2|4|MOD 3|4|MOD 4|0|INCROOT 5|4|PUNCT,$EXA:the $ADD:toy-pussy-cats $DEL:little-ones $DIST = 1 $REP = 0.25,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,in the loft . 1380028_1381386,prep|in det|the n|loft .,1|0|INCROOT 2|3|DET 3|1|POBJ 4|1|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,I don't think they're in the loft . 1382586_1383933,pro:sub|I mod|do~neg|not v|think pro:sub|they~aux|be&PRES prep|in det|the n|loft .,1|4|SUBJ 2|4|AUX 3|2|NEG 4|0|ROOT 5|4|OBJ 6|5|INCROOT 7|6|JCT 8|9|DET 9|7|POBJ 10|6|PUNCT,$EXA:in-the-loft $ADD:i-don't-think-they're $EXPAN $DIST = 1 $REP = 0.43,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,in the loft . 1380028_1381386,prep|in det|the n|loft .,1|0|INCROOT 2|3|DET 3|1|POBJ 4|1|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,"I don't think they're in the loft , Thomas . 1388031_1389645",pro:sub|I mod|do~neg|not v|think pro:sub|they~aux|be&PRES prep|in det|the n|loft cm|cm n:prop|Thomas .,1|4|SUBJ 2|4|AUX 3|2|NEG 4|0|ROOT 5|4|OBJ 6|5|INCROOT 7|6|JCT 8|9|DET 9|7|POBJ 10|9|LP 11|9|APP 12|6|PUNCT,"$EXA:in-the-loft $ADD:i-don't-think-they're $ADD:,-thomas $EXPAN $DIST = 3 $REP = 0.33",$NOT
Thomas-2-11-05-annotated.txt,0,CHI,in the loft . 1380028_1381386,prep|in det|the n|loft .,1|0|INCROOT 2|3|DET 3|1|POBJ 4|1|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,they're fast asleep in their bed . 1389471_1390911,pro:sub|they~aux|be&PRES adv|fast adv|asleep prep|in pro:poss:det|their n|bed .,1|2|SUBJ 2|0|ROOT 3|2|JCT 4|2|JCT 5|2|JCT 6|7|MOD 7|5|POBJ 8|2|PUNCT,$EXA:in $ADD:they're-fast-asleep $ADD:their-bed $DEL:the-loft $DIST = 4 $REP = 0.17,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,what bed ? 1391465_1392313,pro:wh|what n|bed ?,1|2|OBJ 2|0|INCROOT 3|2|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,the little pussy cat bed . 1392336_1394298,det|the adj|little n|pussy n|cat n|bed .,1|5|DET 2|3|MOD 3|5|MOD 4|5|MOD 5|0|INCROOT 6|5|PUNCT,$EXA:bed $ADD:the-little-pussy-cat $DEL:what $DIST = 1 $REP = 0.20,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,what bed ? 1391465_1392313,pro:wh|what n|bed ?,1|2|OBJ 2|0|INCROOT 3|2|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,we were going to get Purdie a nice bed „ weren't we ? 1396690_1398547,pro:sub|we aux|be&PAST part|go-PRESP inf|to v|get n:prop|Purdie det|a adj|nice n|bed end|end cop|be&PAST~neg|not pro:sub|we ?,1|3|SUBJ 2|3|AUX 3|0|ROOT 4|5|INF 5|3|XCOMP 6|11|SUBJ 7|9|DET 8|9|MOD 9|11|JCT 10|11|SUBJ 11|5|COMP 12|11|NEG 13|11|PRED 14|3|PUNCT,$EXA:bed $ADD:we-were-going-to-get-purdie-a-nice $ADD:„-weren't-we $DEL:what $DIST = 3 $REP = 0.08,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,a@p Felix a nice bed too . 1401238_1403758,phon|a n:prop|Felix det|a adj|nice n|bed post|too .,1|0|INCROOT 2|1|APP 3|5|DET 4|5|MOD 5|2|OBJ 6|5|PQ 7|1|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,Felix probably has a nice bed . 1403781_1405522,n:prop|Felix adv|probable&dadj-LY v|have&3S det|a adj|nice n|bed .,1|3|SUBJ 2|3|JCT 3|0|ROOT 4|6|DET 5|6|MOD 6|3|OBJ 7|3|PUNCT,$EXA:felix $EXA:a-nice-bed $ADD:probably-has $DEL:a $DEL:too $DIST = 1 $REP = 0.67,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,a@p Felix a nice bed too . 1401238_1403758,phon|a n:prop|Felix det|a adj|nice n|bed post|too .,1|0|INCROOT 2|1|APP 3|5|DET 4|5|MOD 5|2|OBJ 6|5|PQ 7|1|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,we'll have_to ask Brian and Linda when we next see them where does Felix sleep ? 1405687_1410621,pro:sub|we~mod|will mod:aux|have_to v|ask n:prop|Brian coord|and n:prop|Linda conj|when pro:sub|we adv|next v|see pro:obj|them rel|where v|do&3S n:prop|Felix n|sleep ?,1|4|SUBJ 2|4|AUX 3|4|AUX 4|0|ROOT 5|4|OBJ 6|4|CONJ 7|6|COORD 8|11|LINK 9|11|SUBJ 10|11|JCT 11|7|CJCT 12|11|OBJ 13|14|LINK 14|11|COMP 15|16|MOD 16|14|OBJ 17|4|PUNCT,$EXA:felix $ADD:we'll-have_to-ask-brian-and-linda-when-we-next-see-them-where-does $ADD:sleep $DEL:a@p $DEL:a-nice-bed-too $DIST = 3 $REP = 0.07,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,a@p Felix a nice bed too . 1401238_1403758,phon|a n:prop|Felix det|a adj|nice n|bed post|too .,1|0|INCROOT 2|1|APP 3|5|DET 4|5|MOD 5|2|OBJ 6|5|PQ 7|1|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,Felix (.) Molly and Tiddles . 1411805_1415451,n:prop|Felix n:prop|Molly coord|and n:prop|Tiddles .,1|0|INCROOT 2|1|APP 3|1|CONJ 4|3|COORD 5|1|PUNCT,$EXA:felix $ADD:molly-and-tiddles $DEL:a@p $DEL:a-nice-bed-too $DIST = 4 $REP = 0.25,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,what blanket ? 1423437_1424331,pro:wh|what n|blanket ?,1|2|OBJ 2|0|INCROOT 3|2|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,but we have a blanket on the floor by the radiator . 1427380_1430038,conj|but pro:sub|we v|have det|a n|blanket prep|on det|the n|floor adj|b&dn-Y det|the n|radiator .,1|3|LINK 2|3|SUBJ 3|0|ROOT 4|5|DET 5|3|OBJ 6|5|NJCT 7|8|DET 8|6|POBJ 9|8|XMOD 10|11|DET 11|9|OBJ 12|3|PUNCT,$EXA:blanket $ADD:but-we-have-a $ADD:on-the-floor-by-the-radiator $DEL:what $DIST = 2 $REP = 0.09,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,what blanket ? 1423437_1424331,pro:wh|what n|blanket ?,1|2|OBJ 2|0|INCROOT 3|2|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,that blue blanket on the floor . 1431738_1433653,pro:dem|that adj|blue n|blanket prep|on det|the n|floor .,1|3|MOD 2|3|MOD 3|0|INCROOT 4|3|JCT 5|6|DET 6|4|POBJ 7|3|PUNCT,$EXA:blanket $ADD:that-blue $ADD:on-the-floor $DEL:what $DIST = 3 $REP = 0.17,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,silly song . [+ SR] 1531318_1532165,co|silly n|song .,1|2|COM 2|0|INCROOT 3|2|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,a silly song . 1532095_1533152,det|a co|silly n|song .,1|3|DET 2|3|MOD 3|0|INCROOT 4|3|PUNCT,$EXA:silly-song $ADD:a $EXPAN $DIST = 1 $REP = 0.67,$COF $ERR = umorph:det;$TYP=omission
Thomas-2-11-05-annotated.txt,0,CHI,go out there play my hosepipe like a fireman . 1566019_1568945,v|go adv|out adv|there v|play pro:poss:det|my n|hosepipe prep|like det|a n|+n|fire+n|man .,1|0|ROOT 2|1|JCT 3|4|JCT 4|1|COMP 5|6|MOD 6|4|OBJ 7|4|JCT 8|9|DET 9|7|POBJ 10|1|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,and go in the garden and play with the hosepipe as if you were Fireman_Sam ? 1572408_1576007,conj|and v|go prep|in det|the n|garden coord|and n|play prep|with det|the n|hosepipe adv|as conj|if pro|you aux|be&PAST n:prop|Fireman_Sam ?,1|2|LINK 2|0|ROOT 3|2|JCT 4|5|DET 5|3|POBJ 6|2|CONJ 7|6|COORD 8|7|NJCT 9|10|DET 10|8|POBJ 11|10|NJCT 12|14|LINK 13|14|SUBJ 14|2|CJCT 15|14|OBJ 16|2|PUNCT,$EXA:go $EXA:play $EXA:hosepipe $ADD:and $ADD:in-the-garden-and $ADD:with-the $ADD:as-if-you-were-fireman_sam $DEL:out-there $DEL:my $DEL:like-a-fireman $DIST = 4 $REP = 0.20,$COF $ERR = umorph:prep;$TYP=omission
Thomas-2-11-05-annotated.txt,0,CHI,in my wellington <go outside> [>] . 1593692_1596386,prep|in pro:poss:det|my n|wellington v|go adv|outside .,1|4|LINK 2|3|MOD 3|4|SUBJ 4|0|ROOT 5|4|JCT 6|4|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,you can't put your wellies on now . 1596908_1598185,pro|you mod|can~neg|not v|put&ZERO pro:poss:det|your n|wellington-PL prep|on adv|now .,1|4|SUBJ 2|4|AUX 3|2|NEG 4|0|ROOT 5|6|MOD 6|4|OBJ 7|4|JCT 8|7|POBJ 9|4|PUNCT,$EXA:wellington $ADD:you-can't-put-your $ADD:on-now $DEL:in-my $DEL:go-outside $MADD:-pl $DIST = 3 $REP = 0.14,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,I need a drink . 1601877_1602910,pro:sub|I v|need det|a n|drink .,1|2|SUBJ 2|0|ROOT 3|4|DET 4|2|OBJ 5|2|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,I've not given you drink „ have I ? 1603096_1605128,pro:sub|I~aux|have neg|not part|give&PASTP pro|you v|drink end|end v|have pro:sub|I ?,1|4|SUBJ 2|4|AUX 3|2|NEG 4|6|LINK 5|6|SUBJ 6|8|LINK 7|8|SUBJ 8|0|ROOT 9|8|OBJ 10|8|PUNCT,$EXA:drink $EXA:i $ADD:i've-not-given-you $ADD:„-have $DEL:need-a $DIST = 1 $REP = 0.25,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,go up (.) downstairs and get my wellingtons an(d) play a sand pit . 1659888_1664764,v|go prep|up adv|downstairs coord|and v|get adj|m&dn-Y n|wellington-PL coord|and v|play det|a n|sand n|pit .,1|0|ROOT 2|1|JCT 3|2|POBJ 4|1|CONJ 5|4|COORD 6|7|MOD 7|5|OBJ 8|7|CONJ 9|8|COORD 10|12|DET 11|12|MOD 12|9|OBJ 13|1|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,you want to play in the sand pit now „ do you ? 1665217_1667016,pro|you v|want prep|to n|play prep|in det|the n|sand n|pit adv|now end|end v|do pro|you ?,1|2|SUBJ 2|0|ROOT 3|2|JCT 4|3|POBJ 5|4|NJCT 6|8|DET 7|8|MOD 8|5|POBJ 9|8|NJCT 10|11|SUBJ 11|2|ROOT 12|11|OBJ 13|11|PUNCT,$EXA:play $EXA:sand-pit $ADD:you-want-to $ADD:in-the $ADD:now-„-do-you $DEL:go-up-downstairs-and-get-my-wellingtons-and $DEL:a $DIST = 1 $REP = 0.25,$COF $ERR = umorph:prep;$TYP=omission $ERR = synt:subj;$TYP=omission $ERR = umorph:auxverb;$TYP=omission
Thomas-2-11-05-annotated.txt,0,CHI,silly billy playing in sand pit . 1670609_1672757,co|silly n|billy part|play-PRESP prep|in n|sand n|pit .,1|3|COM 2|3|SUBJ 3|0|ROOT 4|3|JCT 5|6|MOD 6|4|POBJ 7|3|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,silly billy playing in the sand pit . 1673233_1675009,co|silly n|billy part|play-PRESP prep|in det|the n|sand n|pit .,1|3|COM 2|3|SUBJ 3|0|ROOT 4|3|JCT 5|7|DET 6|7|MOD 7|4|POBJ 8|3|PUNCT,$EXA:silly-billy-play-in $EXA:sand-pit $ADD:the $EXPAN $MEXA:-presp $DIST = 2 $REP = 0.86,$COF $ERR = umorph:det;$TYP=omission
Thomas-2-11-05-annotated.txt,0,CHI,not need a (ba)nana . 1708546_1710264,neg|not v|need det|a n|banana .,1|2|SUBJ 2|0|ROOT 3|4|DET 4|2|OBJ 5|2|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,do you not need a banana ? 1710137_1711275,mod|do pro|you neg|not v|need det|a n|banana ?,1|4|LINK 2|4|SUBJ 3|2|NEG 4|0|ROOT 5|6|DET 6|4|OBJ 7|4|PUNCT,$EXA:not-need-a-banana $ADD:do-you $EXPAN $DIST = 1 $REP = 0.67,$COF $ERR = synt:subj;$TYP=omission $ERR = umorph:auxverb;$TYP=omission
Thomas-2-11-05-annotated.txt,0,CHI,<play a@p sand pit> [<] . 1777680_1779468,n|play phon|a n|sand n|pit .,1|4|MOD 2|4|MOD 3|4|MOD 4|0|INCROOT 5|4|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,"well I don't think you'll play with the sand pit , Thomas . 1779561_1781477",co|well pro:sub|I mod|do~neg|not v|think pro|you~mod|will v|play prep|with det|the n|sand n|pit cm|cm n:prop|Thomas .,1|5|COM 2|5|SUBJ 3|5|AUX 4|3|NEG 5|0|ROOT 6|8|SUBJ 7|8|AUX 8|5|COMP 9|8|JCT 10|12|DET 11|12|MOD 12|9|POBJ 13|12|LP 14|12|APP 15|5|PUNCT,"$EXA:play $EXA:sand-pit $ADD:well-i-don't-think-you'll $ADD:with-the $ADD:,-thomas $DEL:a@p $DIST = 1 $REP = 0.25",$COF $ERR = synt:subj;$TYP=omission $ERR = umorph:prep;$TYP=omission
Thomas-2-11-05-annotated.txt,0,CHI,"I think so , Mummy . 1784310_1786051",pro:sub|I v|think co|so cm|cm n:prop|Mummy .,1|2|SUBJ 2|0|ROOT 3|5|COM 4|3|LP 5|2|OBJ 6|2|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,do you think so ? 1786443_1787534,mod|do pro|you v|think co|so ?,1|3|AUX 2|3|SUBJ 3|0|ROOT 4|3|COM 5|3|PUNCT,"$EXA:think-so $ADD:do-you $DEL:i $DEL:,-mummy $DIST = 1 $REP = 0.50",$NOT
Thomas-2-11-05-annotated.txt,0,CHI,in that blue bucket . 1789787_1791621,prep|in det|that adj|blue n|bucket .,1|0|INCROOT 2|4|DET 3|4|MOD 4|1|POBJ 5|1|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,what blue bucket ? 1792620_1793572,pro:wh|what n|blue n|bucket ?,1|3|LINK 2|3|MOD 3|0|INCROOT 4|3|PUNCT,$EXA:blue-bucket $ADD:what $DEL:in-that $DIST = 1 $REP = 0.67,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,<I need a@p> [/] I need a@p nappy change downstairs . 1816095_1820170,pro:sub|I v|need phon|a adj|nap&dn-Y n|change n|downstairs .,1|2|SUBJ 2|0|ROOT 3|6|MOD 4|6|MOD 5|6|MOD 6|2|OBJ 7|2|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,we can get you changed downstairs . 1822167_1823862,pro:sub|we mod|can aux|get pro|you v|change-PAST n|downstairs .,1|2|SUBJ 2|5|SUBJ 3|5|AUX 4|5|SUBJ 5|0|ROOT 6|5|OBJ 7|5|PUNCT,$EXA:change-downstairs $ADD:we-can-get-you $DEL:i-need-a@p-nappy $MADD:-past $DIST = 3 $REP = 0.33,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,picking my nose . 1851753_1852658,part|pick-PRESP adj|m&dn-Y n|nose .,1|3|MOD 2|3|MOD 3|0|INCROOT 4|3|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,you're picking your nose ? 1852670_1854237,pro|you~aux|be&PRES part|pick-PRESP pro:poss:det|your n|nose ?,1|3|SUBJ 2|3|AUX 3|0|ROOT 4|5|MOD 5|3|OBJ 6|3|PUNCT,$EXA:pick $EXA:nose $ADD:you're $ADD:your $DEL:my $MEXA:-presp $DIST = 1 $REP = 0.50,$COF $ERR = synt:subj;$TYP=omission $ERR = umorph:auxverb;$TYP=omission
Thomas-2-11-05-annotated.txt,0,CHI,that's a nice thing to say . 1856231_1858414,pro:dem|that~cop|be&3S det|a adj|nice n|thing inf|to v|say .,1|2|SUBJ 2|0|ROOT 3|5|DET 4|5|MOD 5|2|PRED 6|7|INF 7|5|XMOD 8|2|PUNCT,,
Thomas-2-11-05-annotated.txt,1,MOT,that's not a nice thing to say . 1858344_1860074,pro:dem|that~cop|be&3S neg|not det|a adj|nice n|thing inf|to v|say .,1|2|SUBJ 2|0|ROOT 3|2|NEG 4|6|DET 5|6|MOD 6|2|PRED 7|8|INF 8|6|XMOD 9|2|PUNCT,$EXA:that~be $EXA:a-nice-thing-to-say $ADD:not $EXPAN $MEXA:~&3s $DIST = 1 $REP = 0.86,$NOT
Thomas-2-11-05-annotated.txt,0,CHI,that's a nice thing to say . 1856231_1858414,pro:dem|that~cop|be&3S det|a adj|nice n|thing inf|to v|say .,1|2|SUBJ 2|0|ROOT 3|5|DET 4|5|MOD 5|2|PRED 6|7|INF 7|5|XMOD 8|2|PUNCT,,
